Words,Class
abbbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaaaaaaaaaabbbbcccccccccccccccccccccccccccccccccccccccccccccccccc,1
abbbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
abbbbbccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaabbbcccccccccccccccccccccccccccccccccc,1
aaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccccccc,1
abbbbbbccccccccccccccccccccccccccccccccccccccccc,0
abbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcc,1
aaaaaaabbbbbbbbbbbbbcccccccccccccc,1
aaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccc,1
aaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccc,1
abccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaabbbbbbbbbbcccccccccccccccccccccccc,1
aaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccc,1
aaaaaaaaaaaaaabbbbbbbbbcccccccccccccccccccccccccccc,1
abccccccccccccccccccccccccccccc,0
aaaaaaabbbcccc,0
aabbbccccccccc,0
aaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccc,1
aaaaabccccccccccccccccccccccccccccc,0
aaaabbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccc,1
abbbcccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaabbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccc,1
aaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccc,1
aaaabbbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
abbbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccc,1
aaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccc,1
aaaaaaaaabbbbbcccccccccccccccccc,1
aabbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aabccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccccc,1
aaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccc,1
abbbbbbbbbbbbbbbbbbbcc,1
aaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccccccccccccc,1
aaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccc,1
abcccccccccccc,0
abbcccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaaaaaabbbbbcccccccccccccccccccccccccccccccccccccccccc,1
aaaabbccccccccccccccccccccccccccccccc,0
abbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccccccccc,1
abbbbbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaabbbcccccccccccccccccc,0
aaaaaaaaaaaaaaaaaaaaaabcccccccccccccccccccccccccccccccccccccccccccc,1
abbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaabbbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbcccccccccccccccccccccccccccccccccccccccccccccc,1
aabcccccccccccccccccc,0
abbbbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
abcccccccccccccccc,0
aaaabcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccc,1
aaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccc,1
aaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccc,1
abbccccccccccccccccccc,0
aaabcccccccccccccccccccccccccccccccccccccccccccc,0
abbbbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccc,1
aaaaaabbbbbbbbbbbbbbcccccccccccc,1
aaaaaaaaaaaaaaaaaaaaabbcccccccccccccccccccccccccccccccccccccccccc,1
aaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccc,1
aaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccccccccc,1
aabbbbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaaaabbbbbbbbcccccccccccccccccccccccccccccccccccccc,1
aaaaaaaabbbbbbbbbbbcccccccccccccccc,1
aaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccccccccccc,1
aabbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccc,1
aaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccccccccccc,1
aaaaabcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
abbbbbbccccccccc,0
aabbbbbccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccc,1
aaaabbbccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbcccccccccccccccccccccccccccccccccccccccccccccccccccccc,1
aaaaaaaaaaaaaaaaaaaabbbbbbbbbbcccccccccccccccccccccccccccccccccccccccc,1
abbbccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccc,1
aaabbbbbbbbbbbbbbbbbbbbbbbbcccccc,1
abccccccccccccccccccccccc,0
aaabccccccccccccccccccccccccccccccccccccccccc,0
aaaaabccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaabbbbbcccccccccccccccccccccccccccccccccc,1
aaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccc,1
aabbbbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaabbbbbbbbbbbbbbcccccccccccccc,1
aaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccccccccc,1
abcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
abbbbbbbbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aabcccccccccccccccccccccccccccccccccccccccc,0
aaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccc,1
aaaaaaaaaaaabbbbbbbbcccccccccccccccccccccccc,1
aaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccc,1
aaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccc,1
aabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccc,1
aaabccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccc,1
aaaabccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaabcccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccc,1
aabbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaabbbbbbbbbbbbbbbbbcccccccccccccccccccc,1
aabbbbbbbbbbbcccc,1
aaabbbbcccccccccccccccccccccccccc,0
abbbccccccccccccccccccccccc,0
aaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccc,1
abbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
abbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaabbbbbbbbbbbbbbbbbbcccccccc,1
aaaabccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aabbccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccc,1
aaaabccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccc,1
aaaaaaaaaaaabbbbcccccccccccccccccccccccc,1
aabcccccccccccccccccccccccccccccccccccccccccccccc,0
aabcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaaaaaabcccccccccccccccccccccccccccccccccccccccccc,1
aaabbbbbbbbbbbbbbbbbbbbbbbbbbbcccccc,1
aaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbcccccccccccccccccccccccccccccccccccccccccccccccccccc,1
aabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccc,1
aaaaaabbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
abcccccccccccccccccccccccccccccccccc,0
abbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aabbbbccccccccccccccccccccccccccc,0
aabbbbcccccccccccccccccccccccccccccccccccccc,0
aaaaabbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccc,1
aabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccc,1
aaaabbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaabbbccccccccccccccccccccccccc,0
aaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccc,1
aaaaaaaaaaaaaaaabbbbbcccccccccccccccccccccccccccccccc,1
aabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccc,1
aaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccc,1
aaaaaaabccccccccccccccccccccccccccccccccccccccccccccccc,0
aaabbbcccccccccccccc,0
aabbbbccccccccccc,0
aaaaaaaaaaabbbbbbbbbbbbbbbbbbbcccccccccccccccccccccc,1
aaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccc,1
aaabbbbbbbbbbbbbbbbbbbbcccccc,1
aaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccc,1
abbccccccccccccccccccccccccccccc,0
aaaabbbbccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaabbbbbbbbbbbbbbbbbbcccccccccccccccccccccc,1
aabbbcccccccccccccc,0
aaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccccc,1
aaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccc,1
aaaaaaaabbbbbbbbbbbbbcccccccccccccccc,1
aaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccc,1
aaabbbbbbbbbbbbbbcccccc,1
aabbbbbbbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aabcccccccccccccccccccccccccccccccccccccccccccc,0
aabccccccccccccccccc,0
aaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccc,1
aaabcccccccccccccccc,0
aaaaaaaaaaaaabbbbbbbbbbbbbbcccccccccccccccccccccccccc,1
aaaaaaaaaabcccccccccccccccccccc,1
abbbbcccccccccccccccccccccccccccccccccccccccccccc,0
abbbbcccccccccccccccccccccccccccccccccccccccc,0
aabbbccccccccccccccccccccccccccccccccccccc,0
aabbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaabccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
abbbbcccccccc,0
aabbccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaabcccccccccccccccccccccccccccccccc,1
aaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccc,1
aabbbcccccc,0
aaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccc,1
aaaaaabbbbbbbbbbbbbbbbbbbcccccccccccc,1
aaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccc,1
aaabbbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaabbbbbbbbbbbbcccccccccccccccccccc,1
aaaaaabbbbbbbbbbbbbbbbcccccccccccc,1
aaabcccccccccccccccccccccccccccc,0
aaabbbbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaabcccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaabbbbbbbbbbcccccccccc,1
aaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccc,1
aaaaaaaaaabbbbbbbcccccccccccccccccccc,1
aabcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaabbbccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaabbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaabbbbbbbbbcccccccc,1
abbbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaabbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccc,1
aaabbbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccccccc,1
abbbbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaabcccccccccccccccccc,0
abbbccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaabbcccccccccccccccccccccccc,0
aaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccc,1
aabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccc,1
aabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccc,1
aaaaaabbbbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
abbbbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aabbbcccccccc,0
aaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccc,1
aaaaaaaabbbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccc,1
abbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccc,1
aaabbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaabbcccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaabcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccc,1
aaaabccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccc,1
aabbbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccc,1
aaaaaaaaaaaaaaaaaaaabbbbbbbbcccccccccccccccccccccccccccccccccccccccc,1
aaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccc,1
aaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccc,1
aabccccccccccccccccccccccccccccccccccccccc,0
aaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccc,1
aaabbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aabbbbbbcccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccc,1
aaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccc,1
aaabcccccc,1
aaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccc,1
aabbbbbccccccccc,0
aaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccc,1
aaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccc,1
aaaaaaabbbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccc,1
aaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccc,1
aaaaabbcccccccccccccccccccccccccccccccccccccccccccc,0
abbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
abbbbccccccccccccccccccccccc,0
aabbbbcccccccc,0
aaaabbbcccccccccccc,0
aaabbbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaabbbbbbccccccccc,0
aaaabbbbbbcccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaabbbbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaabcccccccccccccc,0
aabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccc,1
aaabcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaabccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaabbccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaabbbbbbcccccccccccccccccccccccccccccc,1
aaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccccccccccccc,1
aabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccc,1
abbbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaabbbbcccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaabbbbbbbbbbbbbbbcccccccccccccccccccccc,1
aaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbcccccccccccccccccccccccccccccccccccccccccccccccccccc,1
aaaaabbcccccccccc,1
aaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccc,1
aaabcccccccccccccccccccccccccccccccccccc,0
abbbbbccccccccccccccccccccccccccccccccccccccccccccccc,0
abbbbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccc,1
abbcccccccc,0
aaaaaaabbbbbbcccccccccccc,0
aabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccc,1
aaaaaaaabbbbbcccccccccccccccc,1
aaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccc,1
abbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccc,1
aaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccccccccccccc,1
aaaabbccccccccccccccccccccccccccccccccccccccc,0
aaaaaabccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aabbbbbccccccccccccccccccccccccccc,0
aaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccc,1
abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcc,1
aabbbcccccccccccccccccccccccccccccccccccc,0
aaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccc,1
aaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccc,1
aaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccc,1
aabcccccccccccc,0
aaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccc,1
abbbbbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aabbbbbccccccccccccccccccc,0
aaaaaaaaaaaabbbbbcccccccccccccccccccccccc,1
abbcccccccccccccccccccccccccccccccccccc,0
aaabcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aabbbbccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,1
abbccccccccccccccccccccccccc,0
aaaaaaaaabbbbbbbbbbbbbbbbbbbbcccccccccccccccccc,1
abcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccc,1
aaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccc,1
aaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccccccc,1
aaaaaabbcccccc,0
aaaaaaabbbbbbbbbbbbbbbcccccccccccccc,1
aaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccc,1
abbbbccccccccccccccccccccccccccccccccccccccccc,0
aaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccc,1
aaaaaaaabbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccc,1
aaaaaaaaaaaaaaaaaaaaaaaabbbbcccccccccccccccccccccccccccccccccccccccccccccccc,1
aabbbcccccccccccc,0
aaabcccccccccccccccccccccccccccccccccccccccccc,0
abbbbbbbbbbbcc,1
aaaabccccccccccccccccccccc,0
aabbbbccccccccccccccccccccccccccccccccccccccccccc,0
abccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
aaaaaaaaaaaaaaaaaaabbbbbbbbbbcccccccccccccccccccccccccccccccccccccc,1
aaaaabbbbbcccccccccc,0
aaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccc,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,1
aaaabbbbbccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,0
